,Date,Exercise Name,Weight,Reps
0,2024-09-19 10:07:38,Hip Abductor (Machine),55.0,10.0
1,2024-09-19 10:07:38,Hip Abductor (Machine),65.0,10.0
3,2024-09-19 10:07:38,Hip Abductor (Machine),65.0,10.0
4,2024-09-19 10:07:38,Seated Leg Curl (Machine),77.16,8.0
6,2024-09-19 10:07:38,Seated Leg Curl (Machine),77.16,11.0
7,2024-09-19 10:07:38,Seated Leg Curl (Machine),77.16,10.0
8,2024-09-19 10:07:38,Seated Leg Curl (Machine),55.12,7.0
9,2024-09-19 10:07:38,Seated Leg Curl (Machine),44.09,8.0
10,2024-09-19 10:07:38,Seated Leg Curl (Machine),38.58,10.0
12,2024-09-19 10:07:38,Calf Stretch,65.0,1.0
13,2024-09-19 10:07:38,Calf Stretch,65.0,1.0
14,2024-09-19 10:07:38,Calf Stretch,65.0,1.0
15,2024-09-19 10:07:38,Calf Stretch,65.0,1.0
17,2024-09-23 09:37:24,Lat Pulldown (Cable),33.0,13.0
18,2024-09-23 09:37:24,Lat Pulldown (Cable),33.0,12.0
20,2024-09-23 09:37:24,Lat Pulldown (Cable),33.0,13.0
21,2024-09-23 09:37:24,Lat Pulldown (Cable),33.0,15.0
22,2024-09-23 09:37:24,Triceps Press down (Rope),11.25,9.0
23,2024-09-23 09:37:24,Triceps Press down (Rope),11.25,12.0
24,2024-09-23 09:37:24,Triceps Press down (Rope),11.25,10.0
25,2024-09-23 09:37:24,Triceps Press down (Rope),11.25,10.0
26,2024-09-23 09:37:24,Lateral Raise (Dumbbell),2.5,14.0
28,2024-09-23 09:37:24,Lateral Raise (Dumbbell),2.5,11.0
29,2024-09-23 09:37:24,Lateral Raise (Dumbbell),2.5,10.0
30,2024-09-23 09:37:24,Lateral Raise (Dumbbell),2.5,11.0
35,2024-09-24 10:01:28,Chest Press (Machine),20.0,12.0
36,2024-09-24 10:01:28,Chest Press (Machine),25.0,11.0
37,2024-09-24 10:01:28,Chest Press (Machine),25.0,14.0
38,2024-09-24 10:01:28,Chest Press (Machine),25.0,14.0
40,2024-09-24 10:01:28,Hammer Curl (Dumbbell),5.0,12.0
41,2024-09-24 10:01:28,Hammer Curl (Dumbbell),7.5,8.0
42,2024-09-24 10:01:28,Hammer Curl (Dumbbell),7.5,12.0
43,2024-09-24 10:01:28,Hammer Curl (Dumbbell),7.0,9.0
44,2024-09-24 10:01:28,Abdominal Machine,25.0,13.0
45,2024-09-24 10:01:28,Abdominal Machine,25.0,11.0
46,2024-09-24 10:01:28,Abdominal Machine,25.0,14.0
47,2024-09-24 10:01:28,Abdominal Machine,25.0,15.0
48,2024-09-25 11:37:30,Triceps Press down (Rope),11.25,14.0
49,2024-09-25 11:37:30,Triceps Press down (Rope),11.25,9.0
50,2024-09-25 11:37:30,Triceps Press down (Rope),11.25,11.0
51,2024-09-25 11:37:30,Triceps Press down (Rope),11.25,18.0
53,2024-09-25 11:37:30,Lateral Raise (Dumbbell),2.5,11.0
54,2024-09-25 11:37:30,Lateral Raise (Dumbbell),2.5,13.0
56,2024-09-25 11:37:30,Lateral Raise (Dumbbell),2.5,10.0
57,2024-09-25 11:37:30,Lateral Raise (Dumbbell),2.5,13.0
58,2024-09-25 11:37:30,Lat Pulldown (Cable),33.0,10.0
59,2024-09-25 11:37:30,Lat Pulldown (Cable),33.0,12.0
60,2024-09-25 11:37:30,Lat Pulldown (Cable),33.0,10.0
61,2024-09-25 11:37:30,Lat Pulldown (Cable),33.0,12.0
63,2024-09-25 11:37:30,Calf Stretch,65.0,1.0
64,2024-09-25 11:37:30,Calf Stretch,65.0,1.0
65,2024-09-25 11:37:30,Calf Stretch,65.0,1.0
66,2024-09-25 11:37:30,Calf Stretch,65.0,1.0
68,2024-09-27 13:37:35,Hammer Curl (Dumbbell),7.0,11.0
69,2024-09-27 13:37:35,Hammer Curl (Dumbbell),7.0,12.0
70,2024-09-27 13:37:35,Hammer Curl (Dumbbell),7.0,10.0
71,2024-09-27 13:37:35,Hammer Curl (Dumbbell),7.0,14.0
72,2024-09-27 13:37:35,Chest Press (Machine),30.0,13.0
73,2024-09-27 13:37:35,Chest Press (Machine),25.0,11.0
74,2024-09-27 13:37:35,Chest Press (Machine),30.0,11.0
75,2024-09-27 13:37:35,Chest Press (Machine),30.0,9.0
76,2024-09-27 13:37:35,Abdominal Machine,30.0,11.0
77,2024-09-27 13:37:35,Abdominal Machine,30.0,9.0
78,2024-09-27 13:37:35,Abdominal Machine,30.0,10.0
79,2024-09-27 13:37:35,Calf Stretch,70.0,1.0
80,2024-09-27 13:37:35,Calf Stretch,70.0,1.0
82,2024-09-27 13:37:35,Calf Stretch,70.0,1.0
83,2024-09-27 13:37:35,Calf Stretch,70.0,1.0
84,2024-09-30 09:12:10,Lat Pulldown (Cable),40.0,7.0
85,2024-09-30 09:12:10,Lat Pulldown (Cable),33.0,12.0
87,2024-09-30 09:12:10,Lat Pulldown (Cable),33.0,12.0
88,2024-09-30 09:12:10,Lat Pulldown (Cable),33.0,13.0
89,2024-09-30 09:12:10,Triceps Extension (Dumbbell),11.25,13.0
90,2024-09-30 09:12:10,Triceps Extension (Dumbbell),11.25,10.0
91,2024-09-30 09:12:10,Triceps Extension (Dumbbell),11.25,11.0
92,2024-09-30 09:12:10,Triceps Extension (Dumbbell),11.25,10.0
95,2024-09-30 09:12:10,Lateral Raise (Dumbbell),2.5,9.0
96,2024-09-30 09:12:10,Lateral Raise (Dumbbell),2.5,13.0
97,2024-09-30 09:12:10,Lateral Raise (Dumbbell),2.5,10.0
98,2024-09-30 09:12:10,Lateral Raise (Dumbbell),2.5,10.0
99,2024-09-30 09:43:02,Hip Abductor (Machine),55.0,10.0
101,2024-09-30 09:43:02,Hip Abductor (Machine),65.0,6.0
102,2024-09-30 09:43:02,Hip Abductor (Machine),55.0,10.0
103,2024-09-30 09:43:02,Leg Extension (Machine),55.12,6.0
104,2024-09-30 09:43:02,Leg Extension (Machine),44.09,11.0
106,2024-09-30 09:43:02,Leg Extension (Machine),44.09,9.0
108,2024-09-30 09:43:02,Seated Leg Curl (Machine),55.12,15.0
109,2024-09-30 09:43:02,Seated Leg Curl (Machine),55.12,12.0
110,2024-09-30 09:43:02,Seated Leg Curl (Machine),55.12,9.0
111,2024-09-30 09:43:02,Calf Stretch,65.0,1.0
113,2024-09-30 09:43:02,Calf Stretch,65.0,1.0
114,2024-09-30 09:43:02,Calf Stretch,65.0,1.0
115,2024-09-30 09:43:02,Calf Stretch,65.0,1.0
116,2024-10-01 20:46:08,Chest Press (Machine),25.0,13.0
117,2024-10-01 20:46:08,Chest Press (Machine),30.0,17.0
118,2024-10-01 20:46:08,Chest Press (Machine),30.0,8.0
119,2024-10-01 20:46:08,Chest Press (Machine),25.0,11.0
120,2024-10-01 20:46:08,Abdominal Machine,25.0,13.0
121,2024-10-01 20:46:08,Abdominal Machine,30.0,8.0
122,2024-10-01 20:46:08,Abdominal Machine,25.0,12.0
123,2024-10-01 20:46:08,Hammer Curl (Dumbbell),7.0,13.0
124,2024-10-01 20:46:08,Hammer Curl (Dumbbell),7.0,14.0
125,2024-10-01 20:46:08,Hammer Curl (Dumbbell),7.0,9.0
126,2024-10-01 20:46:08,Hammer Curl (Dumbbell),7.0,13.0
127,2024-10-02 14:35:19,Lat Pulldown (Cable),25.0,9.0
128,2024-10-02 14:35:19,Lat Pulldown (Cable),22.5,11.0
129,2024-10-02 14:35:19,Lat Pulldown (Cable),22.5,10.0
130,2024-10-02 14:35:19,Lat Pulldown (Cable),22.5,10.0
131,2024-10-02 14:35:19,Triceps Extension (Dumbbell),5.0,10.0
132,2024-10-02 14:35:19,Triceps Extension (Dumbbell),5.0,11.0
133,2024-10-02 14:35:19,Triceps Extension (Dumbbell),5.0,11.0
134,2024-10-02 14:35:19,Triceps Extension (Dumbbell),5.0,13.0
135,2024-10-02 14:35:19,Lateral Raise (Dumbbell),2.0,11.0
136,2024-10-02 14:35:19,Lateral Raise (Dumbbell),2.0,11.0
137,2024-10-02 14:35:19,Lateral Raise (Dumbbell),2.0,15.0
138,2024-10-02 14:35:19,Lateral Raise (Dumbbell),2.0,10.0
139,2024-10-04 21:31:54,Chest Press (Machine),30.0,13.0
140,2024-10-04 21:31:54,Chest Press (Machine),25.0,13.0
141,2024-10-04 21:31:54,Chest Press (Machine),30.0,12.0
142,2024-10-04 21:31:54,Chest Press (Machine),30.0,8.0
143,2024-10-04 21:31:54,Hammer Curl (Dumbbell),7.0,10.0
144,2024-10-04 21:31:54,Hammer Curl (Dumbbell),7.0,10.0
145,2024-10-04 21:31:54,Hammer Curl (Dumbbell),7.0,13.0
146,2024-10-04 21:31:54,Hammer Curl (Dumbbell),7.0,12.0
147,2024-10-07 21:55:05,Lat Pulldown (Cable),33.0,16.0
148,2024-10-07 21:55:05,Lat Pulldown (Cable),33.0,17.0
149,2024-10-07 21:55:05,Lat Pulldown (Cable),33.0,12.0
151,2024-10-07 21:55:05,Lat Pulldown (Cable),33.0,14.0
152,2024-10-07 21:55:05,Lateral Raise (Dumbbell),2.5,9.0
153,2024-10-07 21:55:05,Lateral Raise (Dumbbell),3.0,8.0
154,2024-10-07 21:55:05,Lateral Raise (Dumbbell),2.5,10.0
155,2024-10-07 21:55:05,Lateral Raise (Dumbbell),3.0,11.0
157,2024-10-07 21:55:05,Triceps Extension (Dumbbell),11.25,12.0
158,2024-10-07 21:55:05,Triceps Extension (Dumbbell),11.25,13.0
159,2024-10-07 21:55:05,Triceps Extension (Dumbbell),11.25,14.0
161,2024-10-07 21:55:05,Triceps Extension (Dumbbell),11.25,14.0
162,2024-10-08 21:49:20,Chest Press (Machine),30.0,9.0
163,2024-10-08 21:49:20,Chest Press (Machine),30.0,8.0
164,2024-10-08 21:49:20,Chest Press (Machine),30.0,14.0
165,2024-10-08 21:49:20,Chest Press (Machine),30.0,9.0
166,2024-10-08 21:49:20,Abdominal Machine,30.0,11.0
167,2024-10-08 21:49:20,Abdominal Machine,30.0,11.0
168,2024-10-08 21:49:20,Abdominal Machine,30.0,9.0
169,2024-10-08 21:49:20,Hammer Curl (Dumbbell),6.0,11.0
170,2024-10-08 21:49:20,Hammer Curl (Dumbbell),7.5,14.0
171,2024-10-08 21:49:20,Hammer Curl (Dumbbell),7.5,9.0
172,2024-10-08 21:49:20,Hammer Curl (Dumbbell),7.5,12.0
173,2024-10-10 16:05:42,Lat Pulldown (Cable),33.0,13.0
174,2024-10-10 16:05:42,Lat Pulldown (Cable),40.0,7.0
175,2024-10-10 16:05:42,Lat Pulldown (Cable),40.0,12.0
176,2024-10-10 16:05:42,Lat Pulldown (Cable),40.0,15.0
177,2024-10-10 16:05:42,Triceps Extension (Dumbbell),11.25,13.0
178,2024-10-10 16:05:42,Triceps Extension (Dumbbell),13.75,7.0
179,2024-10-10 16:05:42,Triceps Extension (Dumbbell),11.25,13.0
180,2024-10-10 16:05:42,Triceps Extension (Dumbbell),13.75,14.0
181,2024-10-10 16:05:42,Lateral Raise (Dumbbell),3.0,13.0
182,2024-10-10 16:05:42,Lateral Raise (Dumbbell),3.0,9.0
183,2024-10-10 16:05:42,Lateral Raise (Dumbbell),3.0,17.0
184,2024-10-10 16:05:42,Lateral Raise (Dumbbell),3.0,10.0
185,2024-10-11 21:49:16,Chest Press (Machine),30.0,10.0
186,2024-10-11 21:49:16,Chest Press (Machine),30.0,13.0
187,2024-10-11 21:49:16,Chest Press (Machine),30.0,13.0
188,2024-10-11 21:49:16,Chest Press (Machine),30.0,16.0
189,2024-10-11 21:49:16,Hammer Curl (Dumbbell),7.5,9.0
190,2024-10-11 21:49:16,Hammer Curl (Dumbbell),7.5,11.0
191,2024-10-11 21:49:16,Hammer Curl (Dumbbell),7.5,16.0
192,2024-10-11 21:49:16,Hammer Curl (Dumbbell),7.5,8.0
193,2024-10-11 21:49:16,Abdominal Machine,30.0,14.0
194,2024-10-11 21:49:16,Abdominal Machine,30.0,12.0
195,2024-10-11 21:49:16,Abdominal Machine,30.0,8.0
196,2024-10-15 10:49:16,Lat Pulldown (Cable),40.0,8.0
197,2024-10-15 10:49:16,Lat Pulldown (Cable),40.0,9.0
198,2024-10-15 10:49:16,Lat Pulldown (Cable),40.0,13.0
199,2024-10-15 10:49:16,Lat Pulldown (Cable),40.0,15.0
200,2024-10-15 10:49:16,Lateral Raise (Dumbbell),3.0,10.0
201,2024-10-15 10:49:16,Lateral Raise (Dumbbell),3.0,12.0
202,2024-10-15 10:49:16,Lateral Raise (Dumbbell),3.0,9.0
203,2024-10-15 10:49:16,Lateral Raise (Dumbbell),3.0,16.0
204,2024-10-15 10:49:16,Triceps Extension (Dumbbell),13.75,6.0
205,2024-10-15 10:49:16,Triceps Extension (Dumbbell),11.25,11.0
206,2024-10-15 10:49:16,Triceps Extension (Dumbbell),13.75,11.0
207,2024-10-15 10:49:16,Triceps Extension (Dumbbell),13.75,12.0
208,2024-10-16 21:45:30,Abdominal Machine,30.0,12.0
209,2024-10-16 21:45:30,Abdominal Machine,30.0,16.0
210,2024-10-16 21:45:30,Abdominal Machine,30.0,17.0
211,2024-10-16 21:45:30,Chest Press (Machine),27.5,9.0
212,2024-10-16 21:45:30,Chest Press (Machine),30.0,13.0
213,2024-10-16 21:45:30,Chest Press (Machine),27.5,10.0
214,2024-10-16 21:45:30,Chest Press (Machine),30.0,9.0
215,2024-10-16 21:45:30,Hammer Curl (Dumbbell),7.5,9.0
216,2024-10-16 21:45:30,Hammer Curl (Dumbbell),7.5,12.0
217,2024-10-16 21:45:30,Hammer Curl (Dumbbell),7.5,11.0
218,2024-10-16 21:45:30,Hammer Curl (Dumbbell),7.5,8.0
219,2024-10-16 22:13:31,Hip Adductor (Machine),70.0,15.0
220,2024-10-16 22:13:31,Hip Adductor (Machine),50.0,20.0
221,2024-10-16 22:13:31,Hip Adductor (Machine),60.0,20.0
222,2024-10-16 22:13:31,Seated Leg Curl (Machine),55.12,13.0
223,2024-10-16 22:13:31,Seated Leg Curl (Machine),55.12,10.0
224,2024-10-16 22:13:31,Seated Leg Curl (Machine),55.12,15.0
225,2024-10-16 22:13:31,Leg Extension (Machine),44.09,5.0
226,2024-10-16 22:13:31,Leg Extension (Machine),44.09,9.0
227,2024-10-16 22:13:31,Leg Extension (Machine),33.07,8.0
228,2024-10-16 22:13:31,Leg Extension (Machine),55.12,4.0
229,2024-10-16 22:13:31,Hip Abductor (Machine),45.0,4.0
230,2024-10-16 22:13:31,Hip Abductor (Machine),55.0,6.0
231,2024-10-17 21:55:53,Triceps Extension (Dumbbell),11.25,9.0
232,2024-10-17 21:55:53,Triceps Extension (Dumbbell),13.75,9.0
233,2024-10-17 21:55:53,Triceps Extension (Dumbbell),13.75,15.0
234,2024-10-17 21:55:53,Triceps Extension (Dumbbell),13.75,10.0
235,2024-10-17 21:55:53,Lat Pulldown (Cable),33.0,10.0
236,2024-10-17 21:55:53,Lat Pulldown (Cable),40.0,10.0
237,2024-10-17 21:55:53,Lat Pulldown (Cable),33.0,11.0
238,2024-10-17 21:55:53,Lat Pulldown (Cable),40.0,13.0
239,2024-10-17 21:55:53,Lateral Raise (Dumbbell),3.0,12.0
240,2024-10-17 21:55:53,Lateral Raise (Dumbbell),3.0,9.0
241,2024-10-17 21:55:53,Lateral Raise (Dumbbell),3.0,14.0
242,2024-10-17 21:55:53,Lateral Raise (Dumbbell),2.5,8.0
243,2024-10-21 14:36:00,Hip Adductor (Machine),65.0,18.0
244,2024-10-21 14:36:00,Hip Adductor (Machine),65.0,20.0
245,2024-10-21 14:36:00,Hip Adductor (Machine),65.0,20.0
246,2024-10-21 14:36:00,Hip Abductor (Machine),60.0,10.0
247,2024-10-21 14:36:00,Hip Abductor (Machine),60.0,11.0
248,2024-10-21 14:36:00,Hip Abductor (Machine),65.0,8.0
249,2024-10-21 14:36:00,Hip Abductor (Machine),60.0,7.0
250,2024-10-21 14:36:00,Seated Leg Curl (Machine),55.12,10.0
251,2024-10-21 14:36:00,Seated Leg Curl (Machine),55.12,18.0
252,2024-10-21 14:36:00,Seated Leg Curl (Machine),55.12,14.0
253,2024-10-21 22:17:00,Abdominal Machine,32.5,9.0
254,2024-10-21 22:17:00,Abdominal Machine,32.5,13.0
255,2024-10-21 22:17:00,Chest Press (Machine),25.0,10.0
256,2024-10-21 22:17:00,Chest Press (Machine),30.0,14.0
257,2024-10-21 22:17:00,Chest Press (Machine),30.0,7.0
258,2024-10-21 22:17:00,Chest Press (Machine),30.0,12.0
259,2024-10-21 22:17:00,Hammer Curl (Dumbbell),7.0,10.0
260,2024-10-21 22:17:00,Hammer Curl (Dumbbell),7.0,18.0
261,2024-10-21 22:17:00,Hammer Curl (Dumbbell),7.0,11.0
262,2024-10-21 22:17:00,Hammer Curl (Dumbbell),7.0,9.0
263,2024-10-22 12:37:09,Triceps Extension (Dumbbell),13.75,12.0
264,2024-10-22 12:37:09,Triceps Extension (Dumbbell),13.75,10.0
265,2024-10-22 12:37:09,Triceps Extension (Dumbbell),13.75,16.0
266,2024-10-22 12:37:09,Lat Pulldown (Cable),40.0,13.0
267,2024-10-22 12:37:09,Lat Pulldown (Cable),33.0,12.0
268,2024-10-22 12:37:09,Lat Pulldown (Cable),40.0,8.0
269,2024-10-23 22:00:20,Chest Press (Machine),30.0,8.0
270,2024-10-23 22:00:20,Chest Press (Machine),30.0,10.0
271,2024-10-23 22:00:20,Chest Press (Machine),30.0,11.0
272,2024-10-23 22:00:20,Chest Press (Machine),30.0,14.0
273,2024-10-23 22:00:20,Hammer Curl (Dumbbell),7.5,11.0
274,2024-10-23 22:00:20,Hammer Curl (Dumbbell),7.5,17.0
275,2024-10-23 22:00:20,Hammer Curl (Dumbbell),7.5,9.0
276,2024-10-23 22:00:20,Hammer Curl (Dumbbell),7.5,10.0
277,2024-10-23 22:00:20,Lateral Raise (Dumbbell),3.0,13.0
278,2024-10-23 22:00:20,Lateral Raise (Dumbbell),3.0,9.0
279,2024-10-23 22:00:20,Lateral Raise (Dumbbell),3.0,15.0
280,2024-10-23 22:00:20,Lateral Raise (Dumbbell),3.0,12.0
281,2024-10-25 15:18:39,Lat Pulldown (Cable),40.0,10.0
282,2024-10-25 15:18:39,Lat Pulldown (Cable),40.0,13.0
283,2024-10-25 15:18:39,Lat Pulldown (Cable),40.0,14.0
284,2024-10-25 15:18:39,Lat Pulldown (Cable),40.0,9.0
285,2024-10-25 15:18:39,Triceps Extension (Dumbbell),11.25,8.0
286,2024-10-25 15:18:39,Triceps Extension (Dumbbell),11.75,13.0
287,2024-10-25 15:18:39,Triceps Extension (Dumbbell),11.75,15.0
288,2024-10-25 15:18:39,Triceps Extension (Dumbbell),13.75,10.0
289,2024-10-25 15:18:39,Lateral Raise (Dumbbell),3.0,13.0
290,2024-10-25 15:18:39,Lateral Raise (Dumbbell),3.0,10.0
291,2024-10-25 15:18:39,Lateral Raise (Dumbbell),3.0,11.0
292,2024-10-25 15:18:39,Lateral Raise (Dumbbell),3.0,9.0
293,2024-10-25 15:48:32,Hip Abductor (Machine),50.0,9.0
294,2024-10-25 15:48:32,Hip Abductor (Machine),50.0,8.0
295,2024-10-25 15:48:32,Hip Abductor (Machine),55.0,5.0
296,2024-10-25 15:48:32,Hip Abductor (Machine),45.0,9.0
297,2024-10-25 15:48:32,Hip Adductor (Machine),60.0,2.0
298,2024-10-25 15:48:32,Hip Adductor (Machine),60.0,10.0
299,2024-10-25 15:48:32,Hip Adductor (Machine),55.0,3.0
300,2024-10-25 15:48:32,Hip Adductor (Machine),65.0,2.0
301,2024-10-25 15:48:32,Hip Adductor (Machine),65.0,8.0
302,2024-10-25 15:48:32,Hip Adductor (Machine),70.0,5.0
303,2024-10-25 15:48:32,Hip Adductor (Machine),60.0,6.0
304,2024-10-28 22:00:13,Chest Press (Machine),30.0,14.0
305,2024-10-28 22:00:13,Chest Press (Machine),30.0,14.0
306,2024-10-28 22:00:13,Chest Press (Machine),30.0,10.0
307,2024-10-28 22:00:13,Chest Press (Machine),25.0,4.0
308,2024-10-28 22:00:13,Chest Press (Machine),30.0,5.0
309,2024-10-28 22:00:13,Hammer Curl (Dumbbell),7.5,11.0
310,2024-10-28 22:00:13,Hammer Curl (Dumbbell),7.5,7.0
311,2024-10-28 22:00:13,Hammer Curl (Dumbbell),7.5,20.0
312,2024-10-28 22:00:13,Hammer Curl (Dumbbell),7.5,7.0
313,2024-10-28 22:21:13,Hip Adductor (Machine),65.0,12.0
314,2024-10-28 22:21:13,Hip Adductor (Machine),60.0,6.0
315,2024-10-28 22:21:13,Hip Adductor (Machine),70.0,6.0
316,2024-10-28 22:21:13,Hip Adductor (Machine),65.0,3.0
317,2024-10-28 22:21:13,Hip Adductor (Machine),65.0,5.0
318,2024-10-29 22:10:07,Lateral Raise (Dumbbell),3.0,11.0
319,2024-10-29 22:10:07,Lateral Raise (Dumbbell),3.0,10.0
320,2024-10-29 22:10:07,Lateral Raise (Dumbbell),3.0,10.0
321,2024-10-29 22:10:07,Lateral Raise (Dumbbell),3.0,20.0
322,2024-10-29 22:10:07,Triceps Extension (Dumbbell),11.75,10.0
323,2024-10-29 22:10:07,Triceps Extension (Dumbbell),13.75,13.0
324,2024-10-29 22:10:07,Triceps Extension (Dumbbell),11.25,7.0
325,2024-10-29 22:10:07,Triceps Extension (Dumbbell),13.75,8.0
326,2024-10-29 22:10:07,Hip Abductor (Machine),50.0,4.0
327,2024-10-29 22:10:07,Hip Abductor (Machine),50.0,9.0
328,2024-10-29 22:10:07,Hip Abductor (Machine),55.0,6.0
329,2024-10-29 22:10:07,Hip Abductor (Machine),45.0,4.0
330,2024-10-29 22:10:07,Hip Abductor (Machine),50.0,5.0
331,2024-11-05 22:17:30,Triceps Extension (Cable),8.75,14.0
332,2024-11-05 22:17:30,Triceps Extension (Cable),8.75,13.0
333,2024-11-05 22:17:30,Triceps Extension (Cable),8.75,13.0
334,2024-11-05 22:17:30,Triceps Extension (Cable),8.75,15.0
335,2024-11-05 22:17:30,Lat Pulldown (Cable),33.0,15.0
336,2024-11-05 22:17:30,Lat Pulldown (Cable),40.0,14.0
337,2024-11-05 22:17:30,Lat Pulldown (Cable),40.0,11.0
338,2024-11-05 22:17:30,Lat Pulldown (Cable),40.0,10.0
339,2024-11-05 22:17:30,Lateral Raise (Cable),3.75,8.0
340,2024-11-05 22:17:30,Lateral Raise (Cable),3.75,8.0
341,2024-11-05 22:17:30,Lateral Raise (Cable),3.75,7.0
342,2024-11-05 22:17:30,Lateral Raise (Cable),3.75,8.0
343,2024-11-05 22:17:30,Lateral Raise (Cable),3.75,6.0
344,2024-11-05 22:17:30,Lateral Raise (Cable),3.75,8.0
345,2024-11-05 22:17:30,Lateral Raise (Cable),3.75,7.0
346,2024-11-05 22:17:30,Lateral Raise (Cable),3.75,9.0
347,2024-11-06 22:24:58,Chest Fly,19.0,15.0
348,2024-11-06 22:24:58,Chest Fly,26.0,11.0
349,2024-11-06 22:24:58,Chest Fly,33.0,10.0
350,2024-11-06 22:24:58,Chest Fly,26.0,15.0
351,2024-11-06 22:24:58,Preacher Curl (Dumbbell),4.0,25.0
352,2024-11-06 22:24:58,Preacher Curl (Dumbbell),4.0,25.0
353,2024-11-06 22:24:58,Preacher Curl (Dumbbell),4.0,25.0
354,2024-11-06 22:24:58,Preacher Curl (Dumbbell),4.0,25.0
355,2024-11-06 22:24:58,Preacher Curl (Dumbbell),4.0,25.0
356,2024-11-06 22:24:58,Preacher Curl (Dumbbell),4.0,25.0
357,2024-11-06 22:24:58,Preacher Curl (Dumbbell),4.0,25.0
358,2024-11-06 22:24:58,Preacher Curl (Dumbbell),4.0,25.0
359,2024-11-07 22:00:54,Lat Pulldown (Cable),33.0,11.0
360,2024-11-07 22:00:54,Lat Pulldown (Cable),40.0,9.0
361,2024-11-07 22:00:54,Lat Pulldown (Cable),33.0,13.0
362,2024-11-07 22:00:54,Lat Pulldown (Cable),33.0,10.0
363,2024-11-07 22:00:54,Triceps Extension (Cable),8.75,16.0
364,2024-11-07 22:00:54,Triceps Extension (Cable),8.75,15.0
365,2024-11-07 22:00:54,Triceps Extension (Cable),8.75,10.0
366,2024-11-07 22:00:54,Triceps Extension (Cable),8.75,14.0
367,2024-11-07 22:00:54,Lateral Raise (Cable),1.25,14.0
368,2024-11-07 22:00:54,Lateral Raise (Cable),3.75,7.0
369,2024-11-07 22:00:54,Lateral Raise (Cable),3.75,3.0
370,2024-11-07 22:00:54,Lateral Raise (Cable),1.25,13.0
371,2024-11-07 22:00:54,Lateral Raise (Cable),1.25,15.0
372,2024-11-07 22:00:54,Lateral Raise (Cable),1.25,13.0
373,2024-11-07 22:00:54,Lateral Raise (Cable),1.25,13.0
374,2024-11-07 22:00:54,Lateral Raise (Cable),1.25,17.0
375,2024-11-08 16:16:06,Preacher Curl (Dumbbell),5.0,17.0
376,2024-11-08 16:16:06,Preacher Curl (Dumbbell),5.0,17.0
377,2024-11-08 16:16:06,Preacher Curl (Dumbbell),5.0,16.0
378,2024-11-08 16:16:06,Preacher Curl (Dumbbell),5.0,20.0
379,2024-11-08 16:16:06,Chest Fly (Dumbbell),7.5,16.0
380,2024-11-08 16:16:06,Chest Fly (Dumbbell),7.5,14.0
381,2024-11-08 16:16:06,Chest Fly (Dumbbell),7.5,15.0
382,2024-11-08 16:16:06,Chest Fly (Dumbbell),7.5,15.0
383,2024-11-12 21:38:24,Triceps Extension (Cable),8.75,11.0
384,2024-11-12 21:38:24,Triceps Extension (Cable),8.75,18.0
385,2024-11-12 21:38:24,Triceps Extension (Cable),11.25,11.0
386,2024-11-12 21:38:24,Triceps Extension (Cable),8.75,11.0
387,2024-11-12 21:38:24,Lat Pulldown (Cable),33.0,9.0
388,2024-11-12 21:38:24,Lat Pulldown (Cable),33.0,12.0
389,2024-11-12 21:38:24,Lat Pulldown (Cable),40.0,10.0
390,2024-11-12 21:38:24,Lat Pulldown (Cable),40.0,11.0
391,2024-11-12 21:38:24,Lateral Raise (Cable),3.75,7.0
392,2024-11-12 21:38:24,Lateral Raise (Cable),3.75,9.0
393,2024-11-12 21:38:24,Lateral Raise (Cable),1.25,18.0
394,2024-11-12 21:38:24,Lateral Raise (Cable),1.25,20.0
395,2024-11-12 21:38:24,Lateral Raise (Cable),1.25,20.0
396,2024-11-12 21:38:24,Lateral Raise (Cable),1.25,16.0
397,2024-11-12 21:38:24,Lateral Raise (Cable),1.25,16.0
398,2024-11-12 21:38:24,Lateral Raise (Cable),1.25,20.0
399,2024-11-13 22:01:36,Preacher Curl (Dumbbell),6.0,13.0
400,2024-11-13 22:01:36,Preacher Curl (Dumbbell),5.0,18.0
401,2024-11-13 22:01:36,Preacher Curl (Dumbbell),5.0,16.0
402,2024-11-13 22:01:36,Preacher Curl (Dumbbell),6.0,15.0
403,2024-11-13 22:01:36,Chest Fly,19.0,12.0
404,2024-11-13 22:01:36,Chest Fly,19.0,9.0
405,2024-11-13 22:01:36,Chest Fly,33.0,9.0
406,2024-11-13 22:01:36,Chest Fly,26.0,10.0
407,2024-11-18 21:18:43,Triceps Extension (Cable),8.75,12.0
408,2024-11-18 21:18:43,Triceps Extension (Cable),11.25,11.0
409,2024-11-18 21:18:43,Triceps Extension (Cable),8.75,12.0
410,2024-11-18 21:18:43,Triceps Extension (Cable),8.75,20.0
411,2024-11-18 21:18:43,Lateral Raise (Cable),1.25,25.0
412,2024-11-18 21:18:43,Lateral Raise (Cable),3.75,6.0
413,2024-11-18 21:18:43,Lateral Raise (Cable),3.75,7.0
414,2024-11-18 21:18:43,Lateral Raise (Cable),3.75,7.0
415,2024-11-18 21:18:43,Lateral Raise (Cable),3.75,5.0
416,2024-11-18 21:18:43,Lateral Raise (Cable),3.75,9.0
417,2024-11-18 21:18:43,Lateral Raise (Cable),1.25,22.0
