Date,"Weight, kg",BMI,Body Fat Percentage,Muscle Percentage,RMI,Visceral Fat Percentage,Calories In
21/03/2022,62.60,21.2,19.5,39.7,1534,4,2298
22/03/2022,62.20,21,18.9,40.2,1531,4,2363
23/03/2022,61.90,20.9,18.7,40.3,1526,4,2122
24/03/2022,61.30,20.7,18.7,39.9,1510,4,2251
25/03/2022,61.20,20.7,18.7,39.8,1507,4,2246
26/03/2022,61.40,20.8,18.7,40,1514,4,1683
27/03/2022,61.40,20.8,18.7,40,1514,4,2644
28/03/2022,61.60,20.8,18.7,40.2,1519,4,1954
29/03/2022,61.20,20.7,18.7,40.5,1515,4,2262
30/03/2022,61.30,20.7,18.7,40,1511,4,2007
31/03/2022,61.50,20.8,18.9,39.8,1514,4,1930
01/04/2022,61.10,20.7,18.5,40,1508,4,2100
02/04/2022,61.10,20.7,18.5,40.1,1508,4,2400
03/04/2022,61.90,20.9,18.4,40.6,1529,4,2100
04/04/2022,61.90,20.9,18.4,40.6,1529,4,2569
05/04/2022,61.90,20.9,16.1,42.6,1548,3,2400
06/04/2022,61.30,20.7,17.9,40.8,1520,4,2400
07/04/2022,61.30,20.7,17.9,40.8,1520,4,3384
08/04/2022,61.30,20.7,17.9,40.8,1520,4,3148
09/04/2022,60.50,20.4,18.3,39.8,1493,3,
10/04/2022,60.30,20.4,18.3,39.7,1487,4,
11/04/2022,60.70,20.5,18.6,39.6,1494,4,
12/04/2022,60.50,20.5,18.6,39.5,1489,4,
13/04/2022,60.10,20.3,18,39.9,1485,3,
14/04/2022,60.30,20.4,18,40.1,1492,3,
15/04/2022,60.50,20.5,18.1,40.2,1497,3,
16/04/2022,60.50,20.5,18,40.2,1498,4,
17/04/2022,60.50,20.5,18,40.2,1498,4,
18/04/2022,60.00,20.3,17.2,40.8,,3,
19/04/2022,60.70,20.4,17.6,40.8,1508,3,
20/04/2022,60.70,20.4,17.6,40.8,1508,3,
21/04/2022,61.20,20.7,18.7,39.8,1507,4,
22/04/2022,61.20,20.7,18.7,39.8,1507,4,
23/04/2022,61.20,20.7,18.7,39.8,1507,4,
24/04/2022,59.80,20.2,16.9,41.1,1494,3,
25/04/2022,60.40,20.4,17.8,40.4,1498,3,
26/04/2022,61.00,20.6,17.4,41.2,1519,3,
27/04/2022,60.30,20.4,17.6,40.6,1498,3,
28/04/2022,60.80,20.6,18.2,40.1,1503,4,
29/04/2022,60.20,20.3,17.8,40.3,1493,3,
30/04/2022,60.30,20.4,17.8,40.3,1495,3,
01/05/2022,60.00,20.4,17.6,40.4,1490,3,
02/05/2022,60.00,20.4,17.6,40.4,1490,3,
03/05/2022,60.00,20.3,17.7,40.2,1488,3,
04/05/2022,60.40,20.4,18.1,40.1,1494,3,
05/05/2022,60.40,20.4,18.1,40.1,1494,3,
06/05/2022,60.00,20.3,17.6,40.1,1487,3,
07/05/2022,59.70,20.2,17.6,40.1,1480,3,
08/05/2022,60.20,20.3,18,40,1489,3,
09/05/2022,60.20,20.3,18.4,39.4,1482,3,
10/05/2022,60.20,20.3,18.1,39.8,1487,3,
11/05/2022,59.70,20.2,17.4,40.4,1484,3,
12/05/2022,59.90,20.2,17.4,40.5,1489,3,
13/05/2022,60.10,20.3,17.3,40.7,1496,3,
14/05/2022,60.00,20.3,17.2,40.8,1495,3,
15/05/2022,59.90,20.2,17.8,40,1483,3,
16/05/2022,59.90,20.2,17.8,40,1483,3,
17/05/2022,59.90,20.2,17.7,40.1,1485,3,
18/05/2022,59.20,20,17.2,40.1,1470,3,
19/05/2022,58.90,19.9,16.6,40.7,1471,3,
20/05/2022,59.80,20.2,17.3,40.6,1489,3,
23/05/2022,59.60,20.1,16.9,40.9,1489,3,
26/05/2022,59.60,20.1,16.9,40.9,1489,3,
30/05/2022,58.90,19.9,17,40.1,1464,3,
02/06/2022,58.40,19.7,15.5,41.7,1473,3,
03/07/2022,61.10,20.7,18.5,40,1508,4,
10/07/2022,61.10,20.7,18.5,40,1508,4,
22/10/2022,58.40,19.7,15.7,41.4,1470,3,
19/11/2022,61.10,20.7,17.9,40.7,1515,4,
12/01/2023,58.90,19.9,17.4,39.6,1457,3,
06/04/2023,61.50,20.8,17.2,41.6,1532,4,
12/04/2023,61.10,20.7,18.8,39.6,1503,4,
27/04/2023,60.90,20.6,18.4,40,1504,4,
05/05/2023,60.50,20.5,17.5,40.8,1505,4,1413
09/05/2023,60.30,20.4,18.1,39.9,1490,4,2130
10/05/2023,60.80,20.6,18.3,40,1502,4,2328
11/05/2023,60.60,20.5,16.8,41.5,1514,3,2564
12/05/2023,60.40,20.4,17.9,40.2,1496,4,2471
13/05/2023,60.70,20.5,17.2,41.2,1513,3,1791
14/05/2023,59.80,20.2,17,40.9,1492,3,2361
15/05/2023,60.60,20.5,17.5,40.9,1508,4,2825
16/05/2023,60.80,20.6,16.3,42.1,1524,4,2998
17/05/2023,61.10,20.7,17.5,41.1,1519,4,2733
18/05/2023,61.20,20.7,18.1,40.6,1516,4,2331
19/05/2023,61.20,20.7,17,41.6,1527,4,1985
20/05/2023,61.00,20.6,17,41.5,1522,4,1740
21/05/2023,61.60,20.8,17.9,40.9,1527,4,2448
22/05/2023,61.90,20.9,18.4,40.5,1529,4,2940
23/02/2023,61.70,20.9,19,39.8,1517,4,2020
24/02/2023,61.50,20.8,17.4,41.4,1530,4,717
25/05/2023,61.00,20.6,18.3,40.2,1508,4,2126
26/05/2023,61.10,20.7,18.1,40.5,1513,4,2615
27/05/2023,62.10,21,17.5,41.5,1542,4,2393
28/05/2023,61.70,20.9,17.9,41,1529,4,2623
29/05/2023,61.90,20.9,17.7,41.3,1536,4,2743
30/05/2023,61.80,20.9,18.7,40.3,1524,4,2369
